MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,Year,Month,Day
16.9,22.8,0.0,E,37.0,E,ESE,22.0,24.0,60.0,61.0,1017.0,1015.2,19.9,20.5,No,No,-29.0333,167.95,2010,12,5
15.5,22.2,0.0,ENE,31.0,E,ENE,17.0,19.0,54.0,62.0,1016.7,1015.1,21.0,21.3,No,No,-29.0333,167.95,2010,12,6
15.5,23.1,0.0,SSE,28.0,SE,ESE,15.0,15.0,65.0,70.0,1017.9,1017.8,20.7,20.2,No,No,-29.0333,167.95,2010,12,7
17.3,21.6,0.0,ESE,33.0,E,SE,20.0,20.0,76.0,73.0,1019.6,1019.1,20.3,20.7,No,No,-29.0333,167.95,2010,12,8
17.0,22.6,0.0,ESE,37.0,SE,SE,22.0,20.0,68.0,69.0,1020.1,1018.8,20.5,21.4,No,No,-29.0333,167.95,2010,12,9
16.1,22.5,0.0,SSE,35.0,E,E,22.0,20.0,64.0,64.0,1017.1,1015.1,20.6,20.3,No,No,-29.0333,167.95,2010,12,10
15.1,22.7,0.0,ESE,33.0,NE,SSE,15.0,19.0,63.0,61.0,1014.3,1013.3,20.2,21.1,No,No,-29.0333,167.95,2010,12,11
17.5,24.9,0.2,E,39.0,ESE,E,17.0,24.0,96.0,79.0,1013.3,1012.6,20.4,24.1,No,No,-29.0333,167.95,2010,12,12
20.3,25.5,0.8,E,35.0,NNW,WNW,13.0,19.0,95.0,78.0,1014.5,1014.8,21.6,24.2,No,No,-29.0333,167.95,2010,12,13
20.3,26.0,0.6,NE,30.0,ENE,NE,15.0,22.0,84.0,82.0,1017.4,1015.9,23.3,23.2,No,No,-29.0333,167.95,2010,12,14
21.3,26.0,0.6,NNE,46.0,NNE,NNE,20.0,20.0,96.0,87.0,1014.6,1012.3,22.6,23.7,No,Yes,-29.0333,167.95,2010,12,15
18.3,22.9,3.4,NNE,59.0,NNE,NNE,20.0,28.0,95.0,96.0,1012.2,1010.2,22.2,21.8,Yes,Yes,-29.0333,167.95,2010,12,16
20.2,26.8,6.2,NNE,39.0,NNE,NW,19.0,17.0,91.0,86.0,1011.3,1011.4,22.5,24.1,Yes,No,-29.0333,167.95,2010,12,17
21.5,25.7,0.0,N,41.0,NNE,NNW,17.0,22.0,92.0,84.0,1010.5,1010.0,23.1,25.1,No,No,-29.0333,167.95,2010,12,18
22.7,27.3,0.0,NNW,37.0,NW,N,20.0,13.0,92.0,86.0,1012.6,1011.4,23.9,25.0,No,No,-29.0333,167.95,2010,12,19
22.5,25.4,0.0,NNE,54.0,NNE,NNE,28.0,30.0,91.0,86.0,1012.9,1011.8,23.7,24.8,No,No,-29.0333,167.95,2010,12,20
22.2,25.6,0.0,NNE,52.0,NNE,NE,20.0,22.0,92.0,86.0,1014.2,1014.6,23.2,24.3,No,No,-29.0333,167.95,2010,12,21
21.8,26.6,0.0,NE,37.0,ENE,E,19.0,22.0,85.0,85.0,1018.3,1018.5,24.1,24.7,No,Yes,-29.0333,167.95,2010,12,22
21.0,26.0,5.0,E,39.0,E,ENE,24.0,24.0,79.0,72.0,1020.2,1018.9,23.7,25.7,Yes,No,-29.0333,167.95,2010,12,23
20.5,26.1,0.0,ENE,33.0,ENE,E,22.0,22.0,76.0,71.0,1018.9,1018.5,23.3,24.3,No,No,-29.0333,167.95,2010,12,24
19.6,25.5,0.0,E,41.0,ENE,E,20.0,24.0,63.0,68.0,1018.3,1016.5,24.5,24.3,No,No,-29.0333,167.95,2010,12,25
20.2,25.3,0.0,NE,39.0,ENE,NE,17.0,19.0,79.0,84.0,1015.5,1013.4,23.6,23.1,No,No,-29.0333,167.95,2010,12,26
22.0,25.4,1.0,NNE,52.0,NNE,NNE,24.0,28.0,93.0,88.0,1013.0,1011.3,23.6,24.5,No,No,-29.0333,167.95,2010,12,27
23.1,28.2,0.0,N,54.0,N,NNW,22.0,24.0,90.0,77.0,1014.3,1013.8,24.7,26.8,No,No,-29.0333,167.95,2010,12,28
23.3,28.0,0.0,N,30.0,N,NNW,15.0,13.0,86.0,75.0,1016.2,1015.0,25.1,26.1,No,No,-29.0333,167.95,2010,12,29
22.9,27.1,0.0,NNE,28.0,N,NNE,13.0,17.0,82.0,75.0,1015.0,1013.5,25.2,26.1,No,No,-29.0333,167.95,2010,12,30
22.6,25.3,0.8,NNE,22.0,NE,NE,9.0,13.0,95.0,74.0,1013.7,1012.6,23.4,23.6,No,Yes,-29.0333,167.95,2010,12,31
21.1,28.6,0.0,NE,39.0,NE,NNW,7.0,22.0,88.0,63.0,1017.6,1015.2,22.7,27.3,No,No,-33.75,150.7,2010,1,1
22.2,30.5,0.0,WSW,54.0,NE,NNE,13.0,7.0,70.0,69.0,1017.6,1015.2,16.7,27.4,No,Yes,-33.75,150.7,2010,1,2
18.1,20.1,15.2,SE,33.0,SSW,ESE,9.0,13.0,98.0,98.0,1017.6,1015.2,19.0,18.9,Yes,Yes,-33.75,150.7,2010,1,3
17.0,24.2,4.6,NNE,28.0,SSW,NE,7.0,17.0,98.0,69.0,1017.6,1015.2,19.2,23.2,Yes,No,-33.75,150.7,2010,1,4
16.7,34.2,0.0,SW,57.0,N,ENE,4.0,13.0,74.0,38.0,1017.6,1015.2,22.5,32.9,No,Yes,-33.75,150.7,2010,1,5
20.5,30.6,8.4,SE,35.0,NW,ENE,6.0,19.0,79.0,55.0,1017.6,1015.2,24.7,29.7,Yes,No,-33.75,150.7,2010,1,6
19.4,24.6,0.0,SSE,24.0,WSW,ESE,9.0,13.0,83.0,61.0,1017.6,1015.2,20.5,24.4,No,Yes,-33.75,150.7,2010,1,7
18.2,29.9,3.0,NE,28.0,SW,NE,7.0,15.0,98.0,54.0,1017.6,1015.2,20.8,28.4,Yes,No,-33.75,150.7,2010,1,8
18.4,37.7,0.0,SE,26.0,NNE,NNE,7.0,6.0,71.0,27.0,1017.6,1015.2,24.2,36.6,No,No,-33.75,150.7,2010,1,9
21.4,35.9,0.0,ESE,31.0,N,ESE,4.0,17.0,57.0,40.0,1017.6,1015.2,28.5,33.0,No,No,-33.75,150.7,2010,1,10
20.7,31.4,0.0,ESE,39.0,SW,NNE,2.0,13.0,75.0,51.0,1017.6,1015.2,23.3,29.7,No,No,-33.75,150.7,2010,1,11
22.2,40.2,0.0,NE,57.0,SW,NNE,13.0,11.0,70.0,39.0,1017.6,1015.2,16.7,37.5,No,No,-33.75,150.7,2010,1,12
23.4,33.9,0.0,SE,43.0,NNW,ESE,11.0,24.0,69.0,57.0,1017.6,1015.2,28.0,30.1,No,Yes,-33.75,150.7,2010,1,13
18.6,23.2,9.0,NW,28.0,SSW,SE,15.0,9.0,99.0,74.0,1017.6,1015.2,18.9,22.4,Yes,No,-33.75,150.7,2010,1,14
18.8,28.0,0.2,ESE,26.0,SW,WSW,7.0,7.0,87.0,65.0,1017.6,1015.2,20.9,26.6,No,No,-33.75,150.7,2010,1,15
20.9,29.2,0.2,S,41.0,NE,NNW,11.0,7.0,74.0,61.0,1017.6,1015.2,24.2,27.5,No,No,-33.75,150.7,2010,1,16
16.9,31.3,0.2,SE,33.0,SSW,SE,6.0,19.0,75.0,63.0,1017.6,1015.2,23.6,27.0,No,No,-33.75,150.7,2010,1,17
13.5,25.7,0.2,WSW,61.0,WNW,SW,20.0,33.0,35.0,21.0,1017.6,1015.2,21.9,24.1,No,No,-33.75,150.7,2010,1,18
12.2,29.8,0.0,W,33.0,SSE,SSW,9.0,13.0,47.0,19.0,1017.6,1015.2,19.3,28.6,No,No,-33.75,150.7,2010,1,19
12.9,36.7,0.0,WSW,28.0,SSE,NNW,6.0,6.0,46.0,17.0,1017.6,1015.2,22.3,35.1,No,No,-33.75,150.7,2010,1,20
17.4,40.0,0.0,SE,33.0,E,NE,6.0,11.0,67.0,22.0,1017.6,1015.2,24.2,37.5,No,No,-33.75,150.7,2010,1,21
19.6,41.5,0.0,NNE,46.0,NNE,NE,6.0,22.0,64.0,18.0,1017.6,1015.2,24.9,41.0,No,No,-33.75,150.7,2010,1,22
19.2,42.9,0.0,SSE,65.0,SSW,NW,7.0,20.0,50.0,14.0,1017.6,1015.2,28.2,42.0,No,No,-33.75,150.7,2010,1,23
18.3,25.3,0.0,SSE,39.0,SSW,SSE,6.0,11.0,86.0,68.0,1017.6,1015.2,18.8,23.1,No,No,-33.75,150.7,2010,1,24
18.7,32.4,0.0,SSE,39.0,SSW,WSW,13.0,9.0,70.0,48.0,1017.6,1015.2,16.7,30.7,No,No,-33.75,150.7,2010,1,25
22.0,41.3,0.0,WNW,41.0,SSW,S,13.0,9.0,80.0,36.0,1017.6,1015.2,25.1,37.1,No,No,-33.75,150.7,2010,1,26
23.0,30.5,0.0,SE,33.0,SE,E,13.0,19.0,73.0,60.0,1017.6,1015.2,25.4,27.2,No,Yes,-33.75,150.7,2010,1,27
20.2,30.3,2.2,SE,39.0,NE,SE,2.0,17.0,78.0,64.0,1017.6,1015.2,24.0,27.7,Yes,Yes,-33.75,150.7,2010,1,28
16.9,33.6,2.2,ESE,39.0,NE,ESE,13.0,24.0,70.0,47.0,1017.6,1015.2,21.7,32.1,Yes,No,-33.75,150.7,2010,1,29
20.9,30.4,0.2,ESE,35.0,S,ESE,13.0,19.0,71.0,52.0,1017.6,1015.2,22.1,21.1,No,No,-33.75,150.7,2010,1,30
20.6,28.6,0.2,NE,39.0,SSW,ENE,7.0,17.0,85.0,55.0,1017.6,1015.2,24.5,28.4,No,Yes,-33.75,150.7,2010,1,31
19.0,31.8,9.8,ESE,41.0,S,E,9.0,26.0,98.0,50.0,1017.6,1015.2,23.5,28.9,Yes,No,-33.75,150.7,2010,2,1
19.9,30.0,0.2,ESE,44.0,ESE,SE,17.0,26.0,59.0,53.0,1017.6,1015.2,24.9,26.8,No,Yes,-33.75,150.7,2010,2,2
20.3,29.4,19.8,ESE,43.0,SE,ESE,19.0,22.0,100.0,61.0,1017.6,1015.2,24.4,27.8,Yes,Yes,-33.75,150.7,2010,2,3
21.8,28.7,17.2,NE,44.0,WSW,NE,4.0,20.0,70.0,95.0,1017.6,1015.2,23.1,24.5,Yes,Yes,-33.75,150.7,2010,2,4
22.1,30.1,17.8,ESE,41.0,N,NNE,6.0,15.0,93.0,76.0,1017.6,1015.2,24.6,28.3,Yes,Yes,-33.75,150.7,2010,2,5
20.0,23.9,92.2,S,35.0,SSW,S,13.0,22.0,99.0,89.0,1017.6,1015.2,21.0,23.2,Yes,Yes,-33.75,150.7,2010,2,6
19.5,25.4,44.8,ESE,30.0,SSW,SW,6.0,7.0,70.0,94.0,1017.6,1015.2,21.0,24.5,Yes,Yes,-33.75,150.7,2010,2,7
21.0,27.1,15.4,ENE,24.0,S,SSW,6.0,11.0,100.0,98.0,1017.6,1015.2,22.5,25.0,Yes,Yes,-33.75,150.7,2010,2,8
19.8,31.9,2.8,E,33.0,N,ENE,4.0,9.0,85.0,48.0,1017.6,1015.2,23.4,30.4,Yes,No,-33.75,150.7,2010,2,9
19.0,33.7,0.0,ENE,30.0,N,NW,0.0,9.0,89.0,49.0,1017.6,1015.2,22.7,31.9,No,No,-33.75,150.7,2010,2,10
20.2,33.5,0.0,W,30.0,N,NNE,0.0,11.0,76.0,44.0,1017.6,1015.2,25.3,32.1,No,No,-33.75,150.7,2010,2,11
21.1,37.1,0.0,SSE,44.0,N,W,0.0,28.0,79.0,33.0,1017.6,1015.2,25.9,36.1,No,Yes,-33.75,150.7,2010,2,12
21.6,25.2,20.2,SSW,19.0,W,W,7.0,0.0,98.0,80.0,1017.6,1015.2,22.0,25.0,Yes,Yes,-33.75,150.7,2010,2,13
21.7,27.2,25.4,SSW,31.0,W,NNE,0.0,9.0,70.0,91.0,1017.6,1015.2,22.7,26.2,Yes,Yes,-33.75,150.7,2010,2,14
20.0,33.7,9.0,W,50.0,N,WNW,9.0,7.0,99.0,45.0,1017.6,1015.2,21.6,32.9,Yes,No,-33.75,150.7,2010,2,15
19.9,28.4,0.2,SSW,39.0,SSW,SSE,19.0,22.0,57.0,55.0,1017.6,1015.2,24.5,25.8,No,No,-33.75,150.7,2010,2,16
17.5,28.4,0.0,ESE,30.0,SSE,SE,7.0,11.0,66.0,46.0,1017.6,1015.2,21.9,27.7,No,No,-33.75,150.7,2010,2,17
17.0,26.9,0.0,ESE,44.0,SSW,SE,15.0,19.0,65.0,47.0,1017.6,1015.2,20.7,26.1,No,No,-33.75,150.7,2010,2,18
15.9,27.0,0.0,ESE,39.0,S,NNE,7.0,11.0,85.0,57.0,1017.6,1015.2,21.0,25.7,No,No,-33.75,150.7,2010,2,19
16.5,31.3,0.0,NNE,31.0,S,NE,13.0,19.0,70.0,42.0,1017.6,1015.2,16.7,30.2,No,No,-33.75,150.7,2010,2,20
17.6,35.1,0.0,NNE,24.0,N,NNE,4.0,9.0,83.0,33.0,1017.6,1015.2,22.4,34.6,No,No,-33.75,150.7,2010,2,21
19.7,36.3,0.0,WNW,41.0,N,WNW,7.0,17.0,77.0,28.0,1017.6,1015.2,24.3,35.7,No,No,-33.75,150.7,2010,2,22
23.7,31.7,0.0,SE,41.0,S,ESE,9.0,20.0,57.0,60.0,1017.6,1015.2,28.8,25.4,No,No,-33.75,150.7,2010,2,23
18.6,25.4,0.0,SE,39.0,S,NW,11.0,7.0,68.0,57.0,1017.6,1015.2,20.1,24.3,No,No,-33.75,150.7,2010,2,24
15.9,27.4,0.0,ESE,30.0,S,NE,13.0,17.0,70.0,42.0,1017.6,1015.2,16.7,26.7,No,No,-33.75,150.7,2010,2,25
14.9,27.3,0.0,ENE,28.0,SE,ESE,2.0,7.0,75.0,55.0,1017.6,1015.2,19.6,25.2,No,No,-33.75,150.7,2010,2,26
16.6,32.4,0.0,ENE,39.0,E,SW,7.0,4.0,80.0,38.0,1017.6,1015.2,21.0,31.9,No,No,-33.75,150.7,2010,2,27
18.9,30.4,0.0,S,57.0,E,SE,13.0,13.0,70.0,54.0,1017.6,1015.2,16.7,29.2,No,Yes,-33.75,150.7,2010,2,28
17.8,20.0,9.8,S,37.0,SW,S,15.0,17.0,68.0,91.0,1017.6,1015.2,18.1,17.4,Yes,Yes,-33.75,150.7,2010,3,1
15.4,22.8,2.8,ESE,39.0,SSW,SSE,17.0,19.0,69.0,54.0,1017.6,1015.2,18.1,21.0,Yes,No,-33.75,150.7,2010,3,2
15.9,25.6,0.0,ESE,30.0,S,ESE,11.0,11.0,68.0,52.0,1017.6,1015.2,20.2,23.5,No,No,-33.75,150.7,2010,3,3
16.3,26.8,0.0,E,24.0,SSE,ENE,4.0,19.0,85.0,65.0,1017.6,1015.2,18.9,24.4,No,No,-33.75,150.7,2010,3,4
18.0,24.1,0.2,NE,17.0,NW,N,4.0,6.0,83.0,91.0,1017.6,1015.2,21.7,22.0,No,Yes,-33.75,150.7,2010,3,5
19.8,30.8,10.6,ENE,20.0,N,WNW,7.0,6.0,70.0,56.0,1017.6,1015.2,21.4,30.3,Yes,No,-33.75,150.7,2010,3,6
21.2,27.9,0.0,ENE,35.0,S,NNE,9.0,13.0,91.0,66.0,1017.6,1015.2,23.7,27.6,No,No,-33.75,150.7,2010,3,7
20.7,31.6,0.0,N,44.0,NNE,N,9.0,28.0,95.0,51.0,1017.6,1015.2,23.0,29.6,No,No,-33.75,150.7,2010,3,8
16.9,30.3,0.0,WNW,41.0,NNW,W,17.0,24.0,50.0,38.0,1017.6,1015.2,22.8,29.4,No,No,-33.75,150.7,2010,3,9
14.9,20.8,0.0,S,30.0,SSW,SSE,11.0,19.0,72.0,70.0,1017.6,1015.2,18.7,19.8,No,No,-33.75,150.7,2010,3,10
16.8,23.4,0.0,SSW,37.0,SSW,SE,19.0,17.0,59.0,42.0,1017.6,1015.2,19.1,23.2,No,No,-33.75,150.7,2010,3,11
15.7,25.3,0.0,SSW,39.0,S,ESE,17.0,22.0,65.0,50.0,1017.6,1015.2,19.7,23.5,No,No,-33.75,150.7,2010,3,12
16.3,23.7,0.0,SE,39.0,S,ESE,13.0,19.0,70.0,60.0,1017.6,1015.2,16.7,21.6,No,Yes,-33.75,150.7,2010,3,13
16.0,26.8,1.4,ESE,26.0,SSW,ESE,11.0,11.0,73.0,44.0,1017.6,1015.2,20.1,26.1,Yes,No,-33.75,150.7,2010,3,14
15.9,27.3,0.2,ESE,39.0,SSW,NNW,0.0,9.0,85.0,47.0,1017.6,1015.2,18.7,26.4,No,No,-33.75,150.7,2010,3,15
15.2,28.8,0.0,N,30.0,WNW,NNE,2.0,7.0,87.0,36.0,1017.6,1015.2,18.9,28.1,No,No,-33.75,150.7,2010,3,16
11.9,29.2,0.0,NW,31.0,ESE,NE,4.0,9.0,75.0,30.0,1017.6,1015.2,17.0,28.1,No,No,-33.75,150.7,2010,3,17
13.5,30.3,0.0,ENE,24.0,ESE,NW,0.0,7.0,94.0,33.0,1017.6,1015.2,17.5,29.2,No,No,-33.75,150.7,2010,3,18
14.3,33.0,0.0,NE,17.0,ESE,N,0.0,9.0,98.0,32.0,1017.6,1015.2,17.9,32.5,No,No,-33.75,150.7,2010,3,19
16.0,34.3,0.0,NE,24.0,ESE,NW,0.0,9.0,76.0,28.0,1017.6,1015.2,20.9,33.8,No,No,-33.75,150.7,2010,3,20
17.8,36.0,0.0,SSE,50.0,ESE,WSW,0.0,20.0,77.0,26.0,1017.6,1015.2,22.2,34.1,No,No,-33.75,150.7,2010,3,21
19.8,27.6,0.0,ESE,28.0,SE,SE,4.0,9.0,68.0,47.0,1017.6,1015.2,21.6,26.2,No,No,-33.75,150.7,2010,3,22
16.5,30.8,0.0,SE,33.0,W,SSE,2.0,7.0,79.0,36.0,1017.6,1015.2,20.4,29.3,No,No,-33.75,150.7,2010,3,23
17.4,28.6,0.0,SE,30.0,SSE,ESE,9.0,13.0,75.0,54.0,1017.6,1015.2,21.4,28.0,No,No,-33.75,150.7,2010,3,24
18.4,29.6,0.0,NNW,30.0,NNE,NNE,4.0,17.0,79.0,47.0,1017.6,1015.2,21.2,28.8,No,No,-33.75,150.7,2010,3,25
17.0,35.0,0.0,SSW,20.0,NNE,NNE,0.0,7.0,88.0,30.0,1017.6,1015.2,20.4,34.2,No,No,-33.75,150.7,2010,3,26
20.4,30.8,0.0,ESE,28.0,SSW,N,11.0,7.0,67.0,47.0,1017.6,1015.2,23.3,29.9,No,No,-33.75,150.7,2010,3,27
18.6,31.6,0.0,NNE,26.0,SSW,N,0.0,9.0,87.0,57.0,1017.6,1015.2,21.6,29.0,No,No,-33.75,150.7,2010,3,28
19.7,26.4,0.0,N,20.0,SSW,N,0.0,0.0,77.0,74.0,1017.6,1015.2,22.4,23.8,No,Yes,-33.75,150.7,2010,3,29
19.3,21.1,5.0,N,39.0,SSW,N,0.0,0.0,99.0,98.0,1017.6,1015.2,19.7,21.0,Yes,Yes,-33.75,150.7,2010,3,30
17.2,23.3,5.0,SSW,33.0,SSW,SSE,13.0,17.0,90.0,62.0,1017.6,1015.2,18.7,22.7,Yes,No,-33.75,150.7,2010,3,31
15.8,27.1,0.0,SE,31.0,S,S,7.0,15.0,64.0,39.0,1017.6,1015.2,19.5,26.5,No,No,-33.75,150.7,2010,4,1
14.9,25.4,0.0,ESE,24.0,S,WSW,0.0,9.0,83.0,44.0,1017.6,1015.2,18.5,25.0,No,No,-33.75,150.7,2010,4,2
13.8,25.5,0.0,SE,41.0,SSE,SE,9.0,15.0,78.0,52.0,1017.6,1015.2,17.7,24.7,No,No,-33.75,150.7,2010,4,3
15.3,22.3,0.0,S,30.0,S,SE,17.0,20.0,64.0,61.0,1017.6,1015.2,19.8,20.5,No,No,-33.75,150.7,2010,4,4
13.5,22.5,0.0,ESE,22.0,S,ESE,0.0,15.0,75.0,63.0,1017.6,1015.2,18.6,21.0,No,No,-33.75,150.7,2010,4,5
14.9,23.1,0.0,NNE,24.0,S,N,9.0,9.0,74.0,64.0,1017.6,1015.2,19.2,22.3,No,Yes,-33.75,150.7,2010,4,6
17.4,24.7,10.2,N,28.0,NNW,N,7.0,19.0,100.0,75.0,1017.6,1015.2,17.8,23.5,Yes,Yes,-33.75,150.7,2010,4,7
17.8,28.2,4.6,N,39.0,ESE,WSW,7.0,19.0,87.0,39.0,1017.6,1015.2,22.4,26.7,Yes,Yes,-33.75,150.7,2010,4,8
13.3,25.6,4.6,ESE,24.0,ESE,E,13.0,9.0,67.0,42.0,1017.6,1015.2,20.1,25.2,Yes,No,-33.75,150.7,2010,4,9
14.7,27.1,0.0,NE,20.0,NNE,ENE,6.0,11.0,89.0,50.0,1017.6,1015.2,17.5,26.4,No,No,-33.75,150.7,2010,4,10
15.5,27.6,0.0,W,44.0,N,W,11.0,24.0,76.0,36.0,1017.6,1015.2,21.8,26.2,No,No,-33.75,150.7,2010,4,11
10.4,24.6,0.0,SW,35.0,NNE,WSW,7.0,7.0,38.0,26.0,1017.6,1015.2,17.5,24.3,No,No,-33.75,150.7,2010,4,12
8.3,23.2,0.0,SE,50.0,NNE,NNW,0.0,6.0,60.0,38.0,1017.6,1015.2,16.5,23.2,No,No,-33.75,150.7,2010,4,13
9.0,25.5,0.0,NNE,20.0,NNE,NE,2.0,13.0,78.0,40.0,1017.6,1015.2,15.1,25.0,No,No,-33.75,150.7,2010,4,14
11.6,25.4,0.0,ESE,30.0,NNE,NNW,0.0,9.0,79.0,43.0,1017.6,1015.2,17.3,24.9,No,No,-33.75,150.7,2010,4,15
14.7,23.9,0.0,SE,20.0,SSW,E,9.0,9.0,73.0,58.0,1017.6,1015.2,19.1,22.2,No,No,-33.75,150.7,2010,4,16
14.3,26.5,0.0,E,24.0,E,ESE,4.0,6.0,69.0,51.0,1017.6,1015.2,20.5,25.5,No,No,-33.75,150.7,2010,4,17
14.2,26.7,0.0,E,24.0,NE,N,6.0,11.0,83.0,47.0,1017.6,1015.2,19.8,26.3,No,No,-33.75,150.7,2010,4,18
16.1,28.2,0.0,ESE,22.0,NE,SE,0.0,4.0,73.0,48.0,1017.6,1015.2,21.8,27.7,No,No,-33.75,150.7,2010,4,19
15.3,27.3,0.0,ENE,20.0,NE,NE,0.0,9.0,99.0,44.0,1017.6,1015.2,19.3,26.6,No,No,-33.75,150.7,2010,4,20
13.8,27.7,0.0,ENE,20.0,NNW,N,6.0,9.0,94.0,39.0,1017.6,1015.2,17.8,27.2,No,No,-33.75,150.7,2010,4,21
13.2,29.2,0.0,NNE,19.0,NNE,N,6.0,6.0,79.0,38.0,1017.6,1015.2,19.0,29.1,No,No,-33.75,150.7,2010,4,22
12.7,30.9,0.2,NNE,39.0,N,NE,6.0,6.0,73.0,37.0,1017.6,1015.2,19.3,29.1,No,No,-33.75,150.7,2010,4,23
15.1,31.3,0.2,NNE,39.0,N,WNW,13.0,20.0,70.0,36.0,1017.6,1015.2,16.7,29.1,No,No,-33.75,150.7,2010,4,24
16.1,23.0,0.2,WSW,37.0,N,WNW,13.0,19.0,70.0,52.0,1017.6,1015.2,16.7,21.1,No,No,-33.75,150.7,2010,4,25
9.7,22.7,0.0,SW,28.0,SW,WNW,15.0,19.0,47.0,52.0,1017.6,1015.2,17.4,21.1,No,No,-33.75,150.7,2010,4,26
7.1,18.2,0.0,NNE,17.0,SW,WNW,0.0,0.0,97.0,61.0,1017.6,1015.2,11.4,18.1,No,No,-33.75,150.7,2010,4,27
7.6,25.3,0.2,WNW,39.0,NE,WNW,2.0,20.0,76.0,31.0,1017.6,1015.2,13.7,24.3,No,No,-33.75,150.7,2010,4,28
8.5,25.3,0.0,SW,31.0,N,SSW,7.0,6.0,65.0,36.0,1017.6,1015.2,15.6,25.0,No,No,-33.75,150.7,2010,4,29
8.6,20.8,0.2,SSE,17.0,NW,SE,2.0,2.0,82.0,62.0,1017.6,1015.2,13.7,19.5,No,No,-33.75,150.7,2010,4,30
12.2,22.8,0.0,NE,30.0,ENE,NNE,6.0,15.0,85.0,58.0,1017.6,1015.2,16.0,22.4,No,No,-33.75,150.7,2010,5,1
9.4,25.9,0.0,W,15.0,ENE,NNW,0.0,7.0,99.0,43.0,1017.6,1015.2,14.0,25.6,No,No,-33.75,150.7,2010,5,2
12.3,24.9,0.2,N,19.0,ENE,NNW,0.0,19.0,86.0,52.0,1017.6,1015.2,16.8,21.1,No,No,-33.75,150.7,2010,5,3
13.6,24.4,0.0,N,33.0,NNE,W,4.0,7.0,99.0,70.0,1017.6,1015.2,15.9,22.4,No,No,-33.75,150.7,2010,5,4
10.6,19.4,0.4,WNW,54.0,W,W,4.0,28.0,96.0,35.0,1017.6,1015.2,15.2,18.9,No,Yes,-33.75,150.7,2010,5,5
4.9,21.4,1.2,WSW,39.0,W,SW,0.0,17.0,67.0,36.0,1017.6,1015.2,12.3,20.9,Yes,No,-33.75,150.7,2010,5,6
6.1,22.6,0.0,N,15.0,ESE,NW,6.0,7.0,78.0,39.0,1017.6,1015.2,12.6,22.2,No,No,-33.75,150.7,2010,5,7
5.6,23.8,0.0,NNE,15.0,NNW,NW,2.0,9.0,79.0,42.0,1017.6,1015.2,12.0,23.5,No,No,-33.75,150.7,2010,5,8
8.2,24.6,0.0,NNE,20.0,N,NW,4.0,19.0,83.0,52.0,1017.6,1015.2,13.7,21.1,No,No,-33.75,150.7,2010,5,9
8.8,24.8,0.0,NNE,20.0,N,NE,4.0,13.0,98.0,43.0,1017.6,1015.2,14.1,24.5,No,No,-33.75,150.7,2010,5,10
7.1,26.9,0.0,W,57.0,N,NW,0.0,30.0,82.0,22.0,1017.6,1015.2,13.4,25.4,No,No,-33.75,150.7,2010,5,11
6.8,19.0,0.0,SSW,37.0,SSW,SSW,11.0,15.0,40.0,26.0,1017.6,1015.2,13.7,19.0,No,No,-33.75,150.7,2010,5,12
3.5,21.7,0.0,WSW,33.0,NNW,WSW,4.0,15.0,65.0,34.0,1017.6,1015.2,10.9,21.0,No,No,-33.75,150.7,2010,5,13
5.5,20.4,0.0,SSW,33.0,NNW,S,0.0,15.0,75.0,38.0,1017.6,1015.2,11.9,20.0,No,No,-33.75,150.7,2010,5,14
7.1,21.9,0.0,SSE,20.0,NNE,SSE,6.0,9.0,65.0,34.0,1017.6,1015.2,13.6,21.0,No,No,-33.75,150.7,2010,5,15
6.3,21.5,0.0,NW,15.0,NNE,N,0.0,7.0,83.0,45.0,1017.6,1015.2,11.6,19.8,No,No,-33.75,150.7,2010,5,16
9.2,15.9,0.0,NW,15.0,WNW,WSW,2.0,7.0,98.0,78.0,1017.6,1015.2,11.3,15.7,No,No,-33.75,150.7,2010,5,17
11.3,18.7,0.4,S,24.0,ENE,S,7.0,6.0,98.0,57.0,1017.6,1015.2,12.8,18.5,No,No,-33.75,150.7,2010,5,18
9.9,22.3,0.4,ESE,30.0,S,ESE,11.0,15.0,68.0,57.0,1017.6,1015.2,16.3,19.3,No,No,-33.75,150.7,2010,5,19
6.8,20.2,0.0,NNE,17.0,S,NNE,6.0,9.0,100.0,53.0,1017.6,1015.2,10.3,19.0,No,No,-33.75,150.7,2010,5,20
9.1,21.8,0.0,SSW,31.0,N,SE,6.0,19.0,93.0,62.0,1017.6,1015.2,13.3,18.2,No,No,-33.75,150.7,2010,5,21
10.2,19.8,0.6,SW,30.0,SW,S,17.0,15.0,66.0,47.0,1017.6,1015.2,15.0,18.3,No,No,-33.75,150.7,2010,5,22
6.4,19.1,0.2,S,19.0,SW,NNE,0.0,9.0,73.0,58.0,1017.6,1015.2,12.4,17.4,No,No,-33.75,150.7,2010,5,23
8.2,18.9,0.0,NE,20.0,SW,NNE,0.0,13.0,98.0,62.0,1017.6,1015.2,11.6,18.1,No,Yes,-33.75,150.7,2010,5,24
